,make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
8837,Mercedes-Benz,S-Class,2017,premium unleaded (required),523.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,22.0,13.0,617.0,170750
8838,Mercedes-Benz,S-Class,2017,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Convertible,22.0,14.0,617.0,176400
8839,Mercedes-Benz,S-Class,2017,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,22.0,13.0,617.0,226900
8840,Mercedes-Benz,S-Class,2017,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Convertible,21.0,14.0,617.0,247900
8841,Mercedes-Benz,S-Class,2017,premium unleaded (required),449.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26.0,18.0,617.0,96600
8842,Honda,S2000,2007,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,24.0,18.0,2202.0,34250
8843,Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,25.0,18.0,2202.0,37300
8844,Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,25.0,18.0,2202.0,36300
8845,Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,25.0,18.0,2202.0,34300
8846,Honda,S2000,2009,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,25.0,18.0,2202.0,36995
8847,Honda,S2000,2009,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,25.0,18.0,2202.0,34995
8848,Honda,S2000,2009,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,25.0,18.0,2202.0,37995
8849,Audi,S3,2015,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31.0,23.0,3105.0,41100
8850,Audi,S3,2015,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31.0,23.0,3105.0,47000
8851,Audi,S3,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31.0,23.0,3105.0,42500
8852,Audi,S3,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31.0,23.0,3105.0,48650
8853,Audi,S3,2017,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,28.0,21.0,3105.0,48400
8854,Audi,S3,2017,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,28.0,21.0,3105.0,42900
8855,Volvo,S40,2009,premium unleaded (recommended),227.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,Sedan,26.0,18.0,870.0,33800
8856,Volvo,S40,2009,premium unleaded (recommended),227.0,5.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,28.0,19.0,870.0,32350
8857,Volvo,S40,2009,premium unleaded (recommended),168.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,31.0,20.0,870.0,28550
8858,Volvo,S40,2010,premium unleaded (recommended),227.0,5.0,MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,27.0,20.0,870.0,31350
8859,Volvo,S40,2010,premium unleaded (recommended),168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29.0,21.0,870.0,26200
8860,Volvo,S40,2010,premium unleaded (recommended),227.0,5.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,30.0,21.0,870.0,31150
8861,Volvo,S40,2011,regular unleaded,227.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,30.0,21.0,870.0,27750
8862,Volvo,S40,2011,regular unleaded,227.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,30.0,21.0,870.0,31150
8863,Audi,S4,2014,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28.0,18.0,3105.0,49500
8864,Audi,S4,2014,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26.0,17.0,3105.0,54000
8865,Audi,S4,2014,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26.0,17.0,3105.0,48100
8866,Audi,S4,2014,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28.0,18.0,3105.0,55400
8867,Audi,S4,2015,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26.0,17.0,3105.0,48400
8868,Audi,S4,2015,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26.0,17.0,3105.0,54300
8869,Audi,S4,2015,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28.0,18.0,3105.0,55700
8870,Audi,S4,2015,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28.0,18.0,3105.0,49800
8871,Audi,S4,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28.0,18.0,3105.0,56100
8872,Audi,S4,2016,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26.0,17.0,3105.0,55100
8873,Audi,S4,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28.0,18.0,3105.0,50200
8874,Audi,S4,2016,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26.0,17.0,3105.0,49200
8875,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26.0,18.0,3105.0,67350
8876,Audi,S5,2016,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26.0,17.0,3105.0,59350
8877,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26.0,18.0,3105.0,61100
8878,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,28.0,18.0,3105.0,54100
8879,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,28.0,18.0,3105.0,60350
8880,Audi,S5,2016,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26.0,17.0,3105.0,53100
8881,Audi,S5,2017,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26.0,17.0,3105.0,53100
8882,Audi,S5,2017,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26.0,18.0,3105.0,61100
8883,Audi,S5,2017,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,28.0,18.0,3105.0,54100
8884,Volvo,S60 Cross Country,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,30.0,22.0,870.0,44200
8885,Volvo,S60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29.0,20.0,870.0,35450
8886,Volvo,S60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,35.0,24.0,870.0,39250
8887,Volvo,S60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29.0,20.0,870.0,34800
8888,Volvo,S60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28.0,19.0,870.0,43800
8889,Volvo,S60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28.0,19.0,870.0,42700
8890,Volvo,S60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,37.0,25.0,870.0,33950
8891,Volvo,S60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,37.0,25.0,870.0,33300
8892,Volvo,S60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,35.0,24.0,870.0,38150
8893,Volvo,S60,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,37.0,25.0,870.0,38900
8894,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,33.0,23.0,870.0,39450
8895,Volvo,S60,2016,regular unleaded,345.0,6.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27.0,18.0,870.0,59700
8896,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,31.0,22.0,870.0,44400
8897,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29.0,20.0,870.0,35650
8898,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29.0,20.0,870.0,40400
8899,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,31.0,22.0,870.0,47900
8900,Volvo,S60,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,38.0,26.0,870.0,34150
8901,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29.0,20.0,870.0,38300
8902,Volvo,S60,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,38.0,26.0,870.0,36800
8903,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28.0,20.0,870.0,43700
8904,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,33.0,23.0,870.0,43300
8905,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29.0,20.0,870.0,43400
8906,Volvo,S60,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,37.0,25.0,870.0,41900
8907,Volvo,S60,2016,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27.0,18.0,870.0,44200
8908,Volvo,S60,2016,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27.0,18.0,870.0,47700
8909,Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,36.0,25.0,870.0,33950
8910,Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,36.0,25.0,870.0,40800
8911,Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,36.0,25.0,870.0,36800
8912,Volvo,S60,2017,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31.0,23.0,870.0,47400
8913,Audi,S6,2015,premium unleaded (required),420.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27.0,17.0,3105.0,75500
8914,Audi,S6,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27.0,18.0,3105.0,70900
8915,Audi,S6,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27.0,18.0,3105.0,75300
8916,Audi,S6,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27.0,18.0,3105.0,74100
8917,Audi,S6,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27.0,18.0,3105.0,70900
8918,Volvo,S70,1998,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,27.0,17.0,870.0,2000
8919,Volvo,S70,1998,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,27.0,17.0,870.0,2000
8920,Volvo,S70,1998,regular unleaded,190.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,24.0,17.0,870.0,2112
8921,Volvo,S70,1998,regular unleaded,236.0,5.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23.0,17.0,870.0,2232
8922,Volvo,S70,1999,regular unleaded,162.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26.0,19.0,870.0,2172
8923,Volvo,S70,1999,regular unleaded,190.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,25.0,18.0,870.0,2286
8924,Volvo,S70,1999,regular unleaded,236.0,5.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,25.0,18.0,870.0,2382
8925,Volvo,S70,1999,regular unleaded,190.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,870.0,2384
8926,Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,24.0,17.0,870.0,2430
8927,Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,870.0,2637
8928,Volvo,S70,2000,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26.0,19.0,870.0,2305
8929,Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,24.0,17.0,870.0,2500
8930,Volvo,S70,2000,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26.0,19.0,870.0,2403
8931,Volvo,S70,2000,regular unleaded,236.0,5.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,25.0,18.0,870.0,2608
8932,Audi,S7,2015,premium unleaded (required),420.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27.0,17.0,3105.0,82500
8933,Audi,S7,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27.0,17.0,3105.0,82900
8934,Audi,S7,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27.0,17.0,3105.0,82900
8935,Audi,S7,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27.0,17.0,3105.0,79900
8936,Volvo,S80,2014,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,29.0,20.0,870.0,39900
8937,Volvo,S80,2014,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,25.0,18.0,870.0,43950
8938,Volvo,S80,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28.0,19.0,870.0,45100
8939,Volvo,S80,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28.0,19.0,870.0,43950
8940,Volvo,S80,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,38.0,26.0,870.0,41700
8941,Volvo,S80,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,38.0,26.0,870.0,40500
8942,Volvo,S80,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,37.0,25.0,870.0,48375
8943,Volvo,S80,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,37.0,25.0,870.0,43450
8944,Audi,S8,2015,premium unleaded (required),520.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27.0,17.0,3105.0,114900
8945,Audi,S8,2016,premium unleaded (required),520.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25.0,16.0,3105.0,114900
8946,Audi,S8,2016,premium unleaded (required),605.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25.0,15.0,3105.0,114900
8947,Audi,S8,2017,premium unleaded (recommended),605.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24.0,15.0,3105.0,115900
8948,Volvo,S90,1998,regular unleaded,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,870.0,2269
8949,Volvo,S90,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,34.0,23.0,870.0,46950
8950,Volvo,S90,2017,premium unleaded (recommended),316.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,31.0,22.0,870.0,52950
8951,Volvo,S90,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,34.0,23.0,870.0,50450
8952,Volvo,S90,2017,premium unleaded (recommended),316.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,31.0,22.0,870.0,56250
8953,GMC,Safari Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Crossover,Large,Cargo Minivan,18.0,14.0,549.0,24450
8954,GMC,Safari Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Crossover,Large,Cargo Minivan,21.0,15.0,549.0,22050
8955,GMC,Safari Cargo,2004,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Crossover,Large,Cargo Minivan,19.0,14.0,549.0,22695
8956,GMC,Safari Cargo,2004,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Crossover,Large,Cargo Minivan,18.0,14.0,549.0,25195
8957,GMC,Safari Cargo,2005,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Crossover,Large,Cargo Minivan,20.0,15.0,549.0,22930
8958,GMC,Safari Cargo,2005,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Crossover,Large,Cargo Minivan,18.0,14.0,549.0,25430
8959,GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Crossover,Large,Passenger Minivan,19.0,14.0,549.0,23690
8960,GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Crossover,Large,Passenger Minivan,16.0,12.0,549.0,25690
8961,GMC,Safari,2004,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Crossover,Large,Passenger Minivan,19.0,14.0,549.0,24195
8962,GMC,Safari,2004,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Crossover,Large,Passenger Minivan,16.0,12.0,549.0,26195
8963,GMC,Safari,2005,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Crossover,Large,Passenger Minivan,20.0,14.0,549.0,24430
8964,GMC,Safari,2005,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Crossover,Large,Passenger Minivan,16.0,12.0,549.0,26430
8965,Suzuki,Samurai,1993,regular unleaded,66.0,4.0,MANUAL,four wheel drive,2.0,Crossover,Compact,Convertible SUV,26.0,24.0,481.0,2000
8966,Suzuki,Samurai,1993,regular unleaded,66.0,4.0,MANUAL,rear wheel drive,2.0,Crossover,Compact,Convertible SUV,26.0,24.0,481.0,2000
8967,Suzuki,Samurai,1994,regular unleaded,66.0,4.0,MANUAL,four wheel drive,2.0,Crossover,Compact,Convertible SUV,26.0,24.0,481.0,2000
8968,Suzuki,Samurai,1995,regular unleaded,66.0,4.0,MANUAL,four wheel drive,2.0,Crossover,Compact,Convertible SUV,26.0,24.0,481.0,2000
8969,Hyundai,Santa Fe Sport,2015,regular unleaded,264.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,18.0,1439.0,33000
8970,Hyundai,Santa Fe Sport,2015,regular unleaded,264.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,19.0,1439.0,31250
8971,Hyundai,Santa Fe Sport,2015,regular unleaded,190.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,20.0,1439.0,24950
8972,Hyundai,Santa Fe Sport,2015,regular unleaded,190.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,25.0,19.0,1439.0,26700
8973,Hyundai,Santa Fe Sport,2015,regular unleaded,264.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,18.0,1439.0,33000
8974,Hyundai,Santa Fe Sport,2015,regular unleaded,264.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,19.0,1439.0,31250
8975,Hyundai,Santa Fe Sport,2016,regular unleaded,265.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,18.0,1439.0,33000
8976,Hyundai,Santa Fe Sport,2016,regular unleaded,190.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,20.0,1439.0,24950
8977,Hyundai,Santa Fe Sport,2016,regular unleaded,190.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,25.0,19.0,1439.0,26700
8978,Hyundai,Santa Fe Sport,2016,regular unleaded,265.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,19.0,1439.0,31250
8979,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26.0,19.0,1439.0,33450
8980,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28.0,20.0,1439.0,31700
8981,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,19.0,1439.0,38250
8982,Hyundai,Santa Fe Sport,2017,regular unleaded,190.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,21.0,1439.0,25350
8983,Hyundai,Santa Fe Sport,2017,regular unleaded,190.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26.0,20.0,1439.0,27100
8984,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,20.0,1439.0,36500
8985,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25.0,18.0,1439.0,30150
8986,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,18.0,1439.0,36000
8987,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,18.0,1439.0,31900
8988,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25.0,18.0,1439.0,34250
8989,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25.0,18.0,1439.0,34250
8990,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,18.0,1439.0,36000
8991,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,18.0,1439.0,32150
8992,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25.0,18.0,1439.0,30400
8993,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,18.0,1439.0,36250
8994,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25.0,18.0,1439.0,34500
